3.232495641466054170e+00,8.009411942735741974e+00,1.000000000000000000e+00
2.312827906104327091e+00,8.010406550730822417e+00,1.000000000000000000e+00
3.288022560262949590e+00,9.401457743552800395e+00,1.000000000000000000e+00
2.153217730214930903e+00,8.835641515160645554e+00,1.000000000000000000e+00
3.113308212820315113e+00,8.938339839745410131e+00,1.000000000000000000e+00
3.444692345219232177e+00,7.194287209905435354e+00,1.000000000000000000e+00
1.182035176843885704e+00,9.352843887132124223e+00,1.000000000000000000e+00
2.560105660284933471e+00,7.272410967744149524e+00,1.000000000000000000e+00
1.158445253316751078e+00,8.017849509753162351e+00,1.000000000000000000e+00
2.960013817136040615e+00,9.217690104894870728e+00,1.000000000000000000e+00
3.405954827223531822e+00,7.893546082501880612e+00,1.000000000000000000e+00
1.239625365653086675e+00,7.924691822092730931e+00,1.000000000000000000e+00
1.301324516718716628e+00,7.556166546960978003e+00,1.000000000000000000e+00
3.123944094680410011e+00,7.296137367611072122e+00,1.000000000000000000e+00
1.117896169239250170e+00,7.765288209387832374e+00,1.000000000000000000e+00
3.078884008152924068e+00,9.777306077098796067e+00,1.000000000000000000e+00
3.250929617897492463e+00,7.593244443236035757e+00,1.000000000000000000e+00
3.834518415268322489e+00,9.624079084186709210e+00,1.000000000000000000e+00
1.337427664238102221e+00,8.048068903244304906e+00,1.000000000000000000e+00
3.504610296845205752e+00,9.243667031984575289e+00,1.000000000000000000e+00
3.940544205447911175e+00,8.712952827169251790e+00,1.000000000000000000e+00
2.512709537819795003e+00,9.875592155727272115e+00,1.000000000000000000e+00
2.525496426037360020e+00,7.933255609753113724e+00,1.000000000000000000e+00
2.689267899837154641e+00,9.411074834790394306e+00,1.000000000000000000e+00
2.734922829684208523e+00,9.805234822420475282e+00,1.000000000000000000e+00
1.129020945324204384e+00,7.720528768063224412e+00,1.000000000000000000e+00
3.419063914925492220e+00,8.296128552873843987e+00,1.000000000000000000e+00
2.587880899512030375e+00,7.157995487691708902e+00,1.000000000000000000e+00
3.058914668115637170e+00,8.702711505900847300e+00,1.000000000000000000e+00
2.265314939257738303e+00,9.160697843425847253e+00,1.000000000000000000e+00
3.576500061509426232e+00,7.441007289087059995e+00,1.000000000000000000e+00
1.985554488113914884e+00,9.364221616665597381e+00,1.000000000000000000e+00
2.653238479564423713e+00,8.214615917258246469e+00,1.000000000000000000e+00
3.899847360286056830e+00,7.112000885420799001e+00,1.000000000000000000e+00
1.634713892546007630e+00,8.242279148855409687e+00,1.000000000000000000e+00
2.780273152195208208e+00,9.259960063748586379e+00,1.000000000000000000e+00
2.693348221078715632e+00,8.949701279523662123e+00,1.000000000000000000e+00
2.456069005619061940e+00,8.046930231598905081e+00,1.000000000000000000e+00
1.911577572754182608e+00,8.265788312367272184e+00,1.000000000000000000e+00
1.598036597115319424e+00,9.068701798763068922e+00,1.000000000000000000e+00
1.443004397966613395e+00,8.818649995788868878e+00,1.000000000000000000e+00
1.823955563228913057e+00,8.675013885417071080e+00,1.000000000000000000e+00
2.488592710446797085e+00,9.973382139016010228e+00,1.000000000000000000e+00
1.259976701304463376e+00,7.167228374966954974e+00,1.000000000000000000e+00
1.070716771858203575e+00,9.842204715918967395e+00,1.000000000000000000e+00
3.571813675640808317e+00,9.813814156421287294e+00,1.000000000000000000e+00
1.412291236831106689e+00,8.454642654119323808e+00,1.000000000000000000e+00
2.243674151023410168e+00,9.108070712426556526e+00,1.000000000000000000e+00
3.300844968032749627e+00,8.779261377434172786e+00,1.000000000000000000e+00
1.240931875228456827e+00,8.709049346004626102e+00,1.000000000000000000e+00
3.523585924563059635e+00,9.568427420842400721e+00,1.000000000000000000e+00
2.544759043174156687e+00,7.873191625639540447e+00,1.000000000000000000e+00
2.388506243441653076e+00,7.114444085095671610e+00,1.000000000000000000e+00
2.181668653828751303e+00,8.501939104659642865e+00,1.000000000000000000e+00
2.836565755520733756e+00,8.987300842294905223e+00,1.000000000000000000e+00
3.172775148580436966e+00,9.796108498177922286e+00,1.000000000000000000e+00
3.580767115779604381e+00,7.296237023012751344e+00,1.000000000000000000e+00
1.297136643142922985e+00,8.597349132719823928e+00,1.000000000000000000e+00
1.375203948876006166e+00,9.116240805008704484e+00,1.000000000000000000e+00
2.225433482872344992e+00,7.101745454620084885e+00,1.000000000000000000e+00
2.717844129976663581e+00,9.028961322539917234e+00,1.000000000000000000e+00
1.485127662158398198e+00,7.224996735307978035e+00,1.000000000000000000e+00
1.756909159469705717e+00,8.786456840764676812e+00,1.000000000000000000e+00
2.468744132986947282e+00,9.092415907891563620e+00,1.000000000000000000e+00
2.464218220921205127e+00,7.442156372340988923e+00,1.000000000000000000e+00
3.493388766228030295e+00,8.852744675360318283e+00,1.000000000000000000e+00
1.972260944010663763e+00,7.309580398737285378e+00,1.000000000000000000e+00
2.058510329495475855e+00,7.448598720662722883e+00,1.000000000000000000e+00
3.811362377914888633e+00,7.612276052103654322e+00,1.000000000000000000e+00
3.473083747179619429e+00,8.253298311371711549e+00,1.000000000000000000e+00
1.485320174749999556e+00,9.439386967244466575e+00,1.000000000000000000e+00
2.216358616740530252e+00,9.801682086752503409e+00,1.000000000000000000e+00
2.741264779044816802e+00,9.091798970625301735e+00,1.000000000000000000e+00
1.900824358042950468e+00,8.385690737624877045e+00,1.000000000000000000e+00
1.348538570169885098e+00,7.977146572205324304e+00,1.000000000000000000e+00
3.315221451383213225e+00,9.017197270897415962e+00,1.000000000000000000e+00
3.085865146243342849e+00,9.321423874753151040e+00,1.000000000000000000e+00
1.491858301467738457e+00,7.033367887439623267e+00,1.000000000000000000e+00
1.660155476880972536e+00,7.767535861733066760e+00,1.000000000000000000e+00
1.737852018572095814e+00,9.895106610406747549e+00,1.000000000000000000e+00
3.113855137238989990e+00,9.502599980772782118e+00,1.000000000000000000e+00
1.247062619134859940e+00,7.512267612703106501e+00,1.000000000000000000e+00
1.497949172250797822e+00,9.085438587319089265e+00,1.000000000000000000e+00
3.363392851199787703e+00,8.747047509965176104e+00,1.000000000000000000e+00
